identifier	universe	class_name	accession	pfam_accession	model_name
confirmatory::A4D7T3	confirmatory	negative	A4D7T3	PF13857.11	Ank_5
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF00008.32	EGF
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF00008.32	EGF
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF00008.32	EGF
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF12661.12	hEGF
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF12661.12	hEGF
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF12661.12	hEGF
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF12661.12	hEGF
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF21700.2	DL-JAG_EGF-like
confirmatory::A4FV93	confirmatory	negative	A4FV93	PF21795.2	JAG1-like_EGF2
confirmatory::A4JC44	confirmatory	negative	A4JC44	PF00547.23	Urease_gamma
confirmatory::A4JIS1	confirmatory	negative	A4JIS1	PF00561.25	Abhydrolase_1
confirmatory::A4KWA1	confirmatory	negative	A4KWA1	PF00059.26	Lectin_C
confirmatory::A4KX75	confirmatory	negative	A4KX75	PF00413.29	Peptidase_M10
confirmatory::A4QA21	confirmatory	negative	A4QA21	PF00547.23	Urease_gamma
confirmatory::A4SY44	confirmatory	negative	A4SY44	PF00449.25	Urease_alpha
confirmatory::A4SY44	confirmatory	negative	A4SY44	PF01979.25	Amidohydro_1
confirmatory::A4SY47	confirmatory	negative	A4SY47	PF00547.23	Urease_gamma
confirmatory::A4TAD3	confirmatory	negative	A4TAD3	PF00547.23	Urease_gamma
confirmatory::A4TL32	confirmatory	negative	A4TL32	PF00449.25	Urease_alpha
confirmatory::A4TL32	confirmatory	negative	A4TL32	PF01979.25	Amidohydro_1
confirmatory::A4TL32	confirmatory	negative	A4TL32	PF07969.16	Amidohydro_3
confirmatory::A4TL34	confirmatory	negative	A4TL34	PF00547.23	Urease_gamma
confirmatory::A4VQU9	confirmatory	negative	A4VQU9	PF00547.23	Urease_gamma
confirmatory::A4WEJ3	confirmatory	negative	A4WEJ3	PF00547.23	Urease_gamma
confirmatory::A4WEJ5	confirmatory	negative	A4WEJ5	PF00449.25	Urease_alpha
confirmatory::A4WEJ5	confirmatory	negative	A4WEJ5	PF01979.25	Amidohydro_1
confirmatory::A4WR72	confirmatory	negative	A4WR72	PF00547.23	Urease_gamma
confirmatory::A4WR75	confirmatory	negative	A4WR75	PF00449.25	Urease_alpha
confirmatory::A4WR75	confirmatory	negative	A4WR75	PF01979.25	Amidohydro_1
confirmatory::A4XMA9	confirmatory	negative	A4XMA9	PF00449.25	Urease_alpha
confirmatory::A4XMA9	confirmatory	negative	A4XMA9	PF01979.25	Amidohydro_1
confirmatory::A4XQ47	confirmatory	negative	A4XQ47	PF00547.23	Urease_gamma
confirmatory::A5A6L1	confirmatory	negative	A5A6L1	PF00007.27	Cys_knot
confirmatory::A5A6L1	confirmatory	negative	A5A6L1	PF00090.24	TSP_1
confirmatory::A5A6L1	confirmatory	negative	A5A6L1	PF00093.23	VWC
confirmatory::A5A6L1	confirmatory	negative	A5A6L1	PF00219.23	IGFBP
confirmatory::A5A6L1	confirmatory	negative	A5A6L1	PF19035.5	TSP1_CCN
confirmatory::A5D6U8	confirmatory	negative	A5D6U8	PF00149.33	Metallophos
confirmatory::A5D6U8	confirmatory	negative	A5D6U8	PF14008.11	Metallophos_C
confirmatory::A5D6U8	confirmatory	negative	A5D6U8	PF16656.10	Pur_ac_phosph_N
confirmatory::A5FAD1	confirmatory	negative	A5FAD1	PF00449.25	Urease_alpha
confirmatory::A5FAD1	confirmatory	negative	A5FAD1	PF01979.25	Amidohydro_1
confirmatory::A5FAD3	confirmatory	negative	A5FAD3	PF00547.23	Urease_gamma
confirmatory::A5FIF5	confirmatory	negative	A5FIF5	PF00561.25	Abhydrolase_1
confirmatory::A5FIF5	confirmatory	negative	A5FIF5	PF00975.25	Thioesterase
confirmatory::A5FIF5	confirmatory	negative	A5FIF5	PF12146.13	Hydrolase_4
confirmatory::A5FIF5	confirmatory	negative	A5FIF5	PF12697.12	Abhydrolase_6
confirmatory::A5GWV5	confirmatory	negative	A5GWV5	PF00547.23	Urease_gamma
confirmatory::A5GWV7	confirmatory	negative	A5GWV7	PF00449.25	Urease_alpha
confirmatory::A5GWV7	confirmatory	negative	A5GWV7	PF01979.25	Amidohydro_1
confirmatory::A5U3L5	confirmatory	negative	A5U3L5	PF00547.23	Urease_gamma
confirmatory::A5U3L7	confirmatory	negative	A5U3L7	PF00449.25	Urease_alpha
confirmatory::A5U3L7	confirmatory	negative	A5U3L7	PF01979.25	Amidohydro_1
confirmatory::A5U815	confirmatory	negative	A5U815	PF00561.25	Abhydrolase_1
confirmatory::A5U9V6	confirmatory	negative	A5U9V6	PF00449.25	Urease_alpha
confirmatory::A5U9V6	confirmatory	negative	A5U9V6	PF01979.25	Amidohydro_1
confirmatory::A5UH45	confirmatory	negative	A5UH45	PF00449.25	Urease_alpha
confirmatory::A5UH45	confirmatory	negative	A5UH45	PF01979.25	Amidohydro_1
confirmatory::A5UH46	confirmatory	negative	A5UH46	PF00547.23	Urease_gamma
confirmatory::A5W4B6	confirmatory	negative	A5W4B6	PF00449.25	Urease_alpha
confirmatory::A5W4B6	confirmatory	negative	A5W4B6	PF01979.25	Amidohydro_1
confirmatory::A5W4B8	confirmatory	negative	A5W4B8	PF00547.23	Urease_gamma
confirmatory::A6H772	confirmatory	negative	A6H772	PF00149.33	Metallophos
confirmatory::A6NFH5	confirmatory	negative	A6NFH5	PF00061.28	Lipocalin
confirmatory::A6NFH5	confirmatory	negative	A6NFH5	PF14651.11	Lipocalin_7
confirmatory::A6NKQ9	confirmatory	negative	A6NKQ9	PF00007.27	Cys_knot
confirmatory::A6NMB9	confirmatory	negative	A6NMB9	PF00004.34	AAA
confirmatory::A6QJC8	confirmatory	negative	A6QJC8	PF00547.23	Urease_gamma
confirmatory::A6SZ07	confirmatory	negative	A6SZ07	PF00449.25	Urease_alpha
confirmatory::A6SZ07	confirmatory	negative	A6SZ07	PF01979.25	Amidohydro_1
confirmatory::A6U412	confirmatory	negative	A6U412	PF00547.23	Urease_gamma
confirmatory::A6U414	confirmatory	negative	A6U414	PF00449.25	Urease_alpha
confirmatory::A6U414	confirmatory	negative	A6U414	PF01979.25	Amidohydro_1
confirmatory::A6UC35	confirmatory	negative	A6UC35	PF00449.25	Urease_alpha
confirmatory::A6UC35	confirmatory	negative	A6UC35	PF01979.25	Amidohydro_1
confirmatory::A6UC35	confirmatory	negative	A6UC35	PF07969.16	Amidohydro_3
confirmatory::A6VCX2	confirmatory	negative	A6VCX2	PF00547.23	Urease_gamma
confirmatory::A6VTV6	confirmatory	negative	A6VTV6	PF00547.23	Urease_gamma
confirmatory::A6VTV8	confirmatory	negative	A6VTV8	PF00449.25	Urease_alpha
confirmatory::A6VTV8	confirmatory	negative	A6VTV8	PF01979.25	Amidohydro_1
confirmatory::A6YLM6	confirmatory	negative	A6YLM6	PF00061.28	Lipocalin
confirmatory::A6YLM6	confirmatory	negative	A6YLM6	PF14651.11	Lipocalin_7
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF00023.35	Ank
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF00023.35	Ank
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF00023.35	Ank
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF00023.35	Ank
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF12796.12	Ank_2
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF12796.12	Ank_2
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF13606.11	Ank_3
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF13606.11	Ank_3
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF13606.11	Ank_3
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF13637.11	Ank_4
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF13637.11	Ank_4
confirmatory::A7E2S9	confirmatory	negative	A7E2S9	PF13857.11	Ank_5
confirmatory::A7FFN0	confirmatory	negative	A7FFN0	PF00547.23	Urease_gamma
confirmatory::A7FFN2	confirmatory	negative	A7FFN2	PF00449.25	Urease_alpha
confirmatory::A7FFN2	confirmatory	negative	A7FFN2	PF01979.25	Amidohydro_1
confirmatory::A7FFN2	confirmatory	negative	A7FFN2	PF07969.16	Amidohydro_3
confirmatory::A7HHN1	confirmatory	negative	A7HHN1	PF00449.25	Urease_alpha
confirmatory::A7HHN1	confirmatory	negative	A7HHN1	PF01979.25	Amidohydro_1
confirmatory::A7HHN1	confirmatory	negative	A7HHN1	PF07969.16	Amidohydro_3
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF00023.35	Ank
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF00023.35	Ank
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF00023.35	Ank
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF00023.35	Ank
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF00023.35	Ank
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF00023.35	Ank
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF00023.35	Ank
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF12796.12	Ank_2
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF12796.12	Ank_2
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF12796.12	Ank_2
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF12796.12	Ank_2
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF12796.12	Ank_2
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13606.11	Ank_3
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13606.11	Ank_3
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13606.11	Ank_3
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13606.11	Ank_3
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13637.11	Ank_4
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13637.11	Ank_4
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13637.11	Ank_4
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13637.11	Ank_4
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13637.11	Ank_4
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13857.11	Ank_5
confirmatory::A7MB89	confirmatory	negative	A7MB89	PF13857.11	Ank_5
confirmatory::A7XQ02	confirmatory	negative	A7XQ02	PF00182.24	Glyco_hydro_19
confirmatory::A7XQ02	confirmatory	negative	A7XQ02	PF00187.24	Chitin_bind_1
confirmatory::A7XQ02	confirmatory	negative	A7XQ02	PF00187.24	Chitin_bind_1
confirmatory::A7YN26	confirmatory	negative	A7YN26	PF00135.33	COesterase
confirmatory::A7YN26	confirmatory	negative	A7YN26	PF00135.33	COesterase
confirmatory::A7YN26	confirmatory	negative	A7YN26	PF20434.3	BD-FAE
confirmatory::A7YSY2	confirmatory	negative	A7YSY2	PF00004.34	AAA
confirmatory::A7YSY2	confirmatory	negative	A7YSY2	PF00004.34	AAA
confirmatory::A7YSY2	confirmatory	negative	A7YSY2	PF07728.19	AAA_5
confirmatory::A7YSY2	confirmatory	negative	A7YSY2	PF17862.6	AAA_lid_3
confirmatory::A7YSY2	confirmatory	negative	A7YSY2	PF17862.6	AAA_lid_3
confirmatory::A7YY53	confirmatory	negative	A7YY53	PF00149.33	Metallophos
confirmatory::A7Z9N4	confirmatory	negative	A7Z9N4	PF00449.25	Urease_alpha
confirmatory::A7Z9N4	confirmatory	negative	A7Z9N4	PF01979.25	Amidohydro_1
confirmatory::A8APV0	confirmatory	negative	A8APV0	PF00449.25	Urease_alpha
confirmatory::A8APV0	confirmatory	negative	A8APV0	PF01979.25	Amidohydro_1
confirmatory::A8ESZ8	confirmatory	negative	A8ESZ8	PF00449.25	Urease_alpha
confirmatory::A8ESZ8	confirmatory	negative	A8ESZ8	PF01979.25	Amidohydro_1
confirmatory::A8G4K9	confirmatory	negative	A8G4K9	PF00449.25	Urease_alpha
confirmatory::A8G4K9	confirmatory	negative	A8G4K9	PF01979.25	Amidohydro_1
confirmatory::A8L7B0	confirmatory	negative	A8L7B0	PF00449.25	Urease_alpha
confirmatory::A8L7B0	confirmatory	negative	A8L7B0	PF01979.25	Amidohydro_1
confirmatory::A8LRS0	confirmatory	negative	A8LRS0	PF00449.25	Urease_alpha
confirmatory::A8LRS0	confirmatory	negative	A8LRS0	PF01979.25	Amidohydro_1
confirmatory::A8LRS0	confirmatory	negative	A8LRS0	PF07969.16	Amidohydro_3
confirmatory::A8LRS4	confirmatory	negative	A8LRS4	PF00547.23	Urease_gamma
confirmatory::A8MPR5	confirmatory	negative	A8MPR5	PF00004.34	AAA
confirmatory::A8MPR5	confirmatory	negative	A8MPR5	PF01434.23	Peptidase_M41
confirmatory::A8MPR5	confirmatory	negative	A8MPR5	PF17862.6	AAA_lid_3
confirmatory::A8MUU1	confirmatory	negative	A8MUU1	PF00061.28	Lipocalin
confirmatory::A8MV23	confirmatory	negative	A8MV23	PF00079.25	Serpin
confirmatory::A8MXQ7	confirmatory	negative	A8MXQ7	PF00023.35	Ank
confirmatory::A8T644	confirmatory	negative	A8T644	PF00082.27	Peptidase_S8
confirmatory::A8T644	confirmatory	negative	A8T644	PF05922.21	Inhibitor_I9
confirmatory::A8T644	confirmatory	negative	A8T644	PF18459.6	PCSK9_C1
confirmatory::A8T644	confirmatory	negative	A8T644	PF18463.6	PCSK9_C3
confirmatory::A8T644	confirmatory	negative	A8T644	PF18464.6	PCSK9_C2
confirmatory::A8T662	confirmatory	negative	A8T662	PF00082.27	Peptidase_S8
confirmatory::A8T662	confirmatory	negative	A8T662	PF05922.21	Inhibitor_I9
confirmatory::A8T662	confirmatory	negative	A8T662	PF18459.6	PCSK9_C1
confirmatory::A8T662	confirmatory	negative	A8T662	PF18463.6	PCSK9_C3
confirmatory::A8T662	confirmatory	negative	A8T662	PF18464.6	PCSK9_C2
confirmatory::A8T666	confirmatory	negative	A8T666	PF00082.27	Peptidase_S8
confirmatory::A8T666	confirmatory	negative	A8T666	PF05922.21	Inhibitor_I9
confirmatory::A8T666	confirmatory	negative	A8T666	PF18459.6	PCSK9_C1
confirmatory::A8T666	confirmatory	negative	A8T666	PF18463.6	PCSK9_C3
confirmatory::A8T666	confirmatory	negative	A8T666	PF18464.6	PCSK9_C2
confirmatory::A8T677	confirmatory	negative	A8T677	PF00082.27	Peptidase_S8
confirmatory::A8T677	confirmatory	negative	A8T677	PF05922.21	Inhibitor_I9
confirmatory::A8T677	confirmatory	negative	A8T677	PF18459.6	PCSK9_C1
confirmatory::A8T677	confirmatory	negative	A8T677	PF18463.6	PCSK9_C3
confirmatory::A8T677	confirmatory	negative	A8T677	PF18464.6	PCSK9_C2
confirmatory::A8T682	confirmatory	negative	A8T682	PF00082.27	Peptidase_S8
confirmatory::A8T682	confirmatory	negative	A8T682	PF05922.21	Inhibitor_I9
confirmatory::A8T682	confirmatory	negative	A8T682	PF18459.6	PCSK9_C1
confirmatory::A8T682	confirmatory	negative	A8T682	PF18463.6	PCSK9_C3
confirmatory::A8T682	confirmatory	negative	A8T682	PF18464.6	PCSK9_C2
confirmatory::A8T688	confirmatory	negative	A8T688	PF00082.27	Peptidase_S8
confirmatory::A8T688	confirmatory	negative	A8T688	PF05922.21	Inhibitor_I9
confirmatory::A8T688	confirmatory	negative	A8T688	PF18459.6	PCSK9_C1
confirmatory::A8T688	confirmatory	negative	A8T688	PF18463.6	PCSK9_C3
confirmatory::A8T688	confirmatory	negative	A8T688	PF18464.6	PCSK9_C2
confirmatory::A8T6A1	confirmatory	negative	A8T6A1	PF00082.27	Peptidase_S8
confirmatory::A8T6A1	confirmatory	negative	A8T6A1	PF05922.21	Inhibitor_I9
confirmatory::A8T6A1	confirmatory	negative	A8T6A1	PF18459.6	PCSK9_C1
confirmatory::A8T6A1	confirmatory	negative	A8T6A1	PF18463.6	PCSK9_C3
confirmatory::A8T6A1	confirmatory	negative	A8T6A1	PF18464.6	PCSK9_C2
confirmatory::A8T6A6	confirmatory	negative	A8T6A6	PF00082.27	Peptidase_S8
confirmatory::A8T6A6	confirmatory	negative	A8T6A6	PF05922.21	Inhibitor_I9
confirmatory::A8T6A6	confirmatory	negative	A8T6A6	PF18459.6	PCSK9_C1
confirmatory::A8T6A6	confirmatory	negative	A8T6A6	PF18463.6	PCSK9_C3
confirmatory::A8T6A6	confirmatory	negative	A8T6A6	PF18464.6	PCSK9_C2
confirmatory::A8WCC4	confirmatory	negative	A8WCC4	PF00341.22	PDGF
confirmatory::A8WCC4	confirmatory	negative	A8WCC4	PF00431.25	CUB
confirmatory::A8X481	confirmatory	negative	A8X481	PF00008.32	EGF
confirmatory::A8X481	confirmatory	negative	A8X481	PF07974.18	EGF_2
confirmatory::A8XE00	confirmatory	negative	A8XE00	PF00149.33	Metallophos
confirmatory::A8Z385	confirmatory	negative	A8Z385	PF00547.23	Urease_gamma
confirmatory::A8Z387	confirmatory	negative	A8Z387	PF00449.25	Urease_alpha
confirmatory::A8Z387	confirmatory	negative	A8Z387	PF01979.25	Amidohydro_1
confirmatory::A9AF70	confirmatory	negative	A9AF70	PF00547.23	Urease_gamma
confirmatory::A9AF72	confirmatory	negative	A9AF72	PF00449.25	Urease_alpha
confirmatory::A9AF72	confirmatory	negative	A9AF72	PF01979.25	Amidohydro_1
confirmatory::A9AZE6	confirmatory	negative	A9AZE6	PF00449.25	Urease_alpha
confirmatory::A9AZE6	confirmatory	negative	A9AZE6	PF01979.25	Amidohydro_1
confirmatory::A9AZE6	confirmatory	negative	A9AZE6	PF07969.16	Amidohydro_3
confirmatory::A9AZE8	confirmatory	negative	A9AZE8	PF00547.23	Urease_gamma
confirmatory::A9BJC1	confirmatory	negative	A9BJC1	PF00149.33	Metallophos
confirmatory::A9BJC1	confirmatory	negative	A9BJC1	PF02872.23	5_nucleotid_C
confirmatory::A9BUC4	confirmatory	negative	A9BUC4	PF00449.25	Urease_alpha
confirmatory::A9BUC4	confirmatory	negative	A9BUC4	PF01979.25	Amidohydro_1
confirmatory::A9BUC7	confirmatory	negative	A9BUC7	PF00547.23	Urease_gamma
confirmatory::A9GP84	confirmatory	negative	A9GP84	PF00449.25	Urease_alpha
confirmatory::A9GP84	confirmatory	negative	A9GP84	PF01979.25	Amidohydro_1
confirmatory::A9GP84	confirmatory	negative	A9GP84	PF07969.16	Amidohydro_3
confirmatory::A9JQS7	confirmatory	negative	A9JQS7	PF00082.27	Peptidase_S8
confirmatory::A9JQS7	confirmatory	negative	A9JQS7	PF02225.27	PA
confirmatory::A9JQS7	confirmatory	negative	A9JQS7	PF05922.21	Inhibitor_I9
confirmatory::A9JQS7	confirmatory	negative	A9JQS7	PF17766.6	fn3_6
confirmatory::A9JRC7	confirmatory	negative	A9JRC7	PF00149.33	Metallophos
confirmatory::A9KJR9	confirmatory	negative	A9KJR9	PF00449.25	Urease_alpha
confirmatory::A9KJR9	confirmatory	negative	A9KJR9	PF01979.25	Amidohydro_1
confirmatory::A9KJS1	confirmatory	negative	A9KJS1	PF00547.23	Urease_gamma
confirmatory::A9QY38	confirmatory	negative	A9QY38	PF00082.27	Peptidase_S8
confirmatory::A9QY38	confirmatory	negative	A9QY38	PF02225.27	PA
confirmatory::A9QY38	confirmatory	negative	A9QY38	PF05922.21	Inhibitor_I9
confirmatory::A9QY38	confirmatory	negative	A9QY38	PF17766.6	fn3_6
confirmatory::A9QY39	confirmatory	negative	A9QY39	PF00082.27	Peptidase_S8
confirmatory::A9QY39	confirmatory	negative	A9QY39	PF02225.27	PA
confirmatory::A9QY39	confirmatory	negative	A9QY39	PF05922.21	Inhibitor_I9
confirmatory::A9QY39	confirmatory	negative	A9QY39	PF17766.6	fn3_6
confirmatory::A9QY40	confirmatory	negative	A9QY40	PF00082.27	Peptidase_S8
confirmatory::A9QY40	confirmatory	negative	A9QY40	PF02225.27	PA
confirmatory::A9QY40	confirmatory	negative	A9QY40	PF05922.21	Inhibitor_I9
confirmatory::A9QY40	confirmatory	negative	A9QY40	PF17766.6	fn3_6
confirmatory::A9R3V0	confirmatory	negative	A9R3V0	PF00449.25	Urease_alpha
confirmatory::A9R3V0	confirmatory	negative	A9R3V0	PF01979.25	Amidohydro_1
confirmatory::A9R3V0	confirmatory	negative	A9R3V0	PF07969.16	Amidohydro_3
confirmatory::B0BRU2	confirmatory	negative	B0BRU2	PF00449.25	Urease_alpha
confirmatory::B0BRU2	confirmatory	negative	B0BRU2	PF01979.25	Amidohydro_1
confirmatory::B0BRU4	confirmatory	negative	B0BRU4	PF00547.23	Urease_gamma
confirmatory::B0C791	confirmatory	negative	B0C791	PF00547.23	Urease_gamma
confirmatory::B0JTP1	confirmatory	negative	B0JTP1	PF00547.23	Urease_gamma
confirmatory::B0KTG9	confirmatory	positive	B0KTG9	PF01129.23	ART
confirmatory::B0KTG9	confirmatory	positive	B0KTG9	PF21724.2	DUF6861
confirmatory::B0KUZ7	confirmatory	negative	B0KUZ7	PF00449.25	Urease_alpha
confirmatory::B0KUZ7	confirmatory	negative	B0KUZ7	PF01979.25	Amidohydro_1
confirmatory::B0KUZ9	confirmatory	negative	B0KUZ9	PF00547.23	Urease_gamma
confirmatory::B0SHJ0	confirmatory	negative	B0SHJ0	PF00561.25	Abhydrolase_1
confirmatory::B0TT69	confirmatory	negative	B0TT69	PF00547.23	Urease_gamma
confirmatory::B0TT71	confirmatory	negative	B0TT71	PF00449.25	Urease_alpha
confirmatory::B0TT71	confirmatory	negative	B0TT71	PF01979.25	Amidohydro_1
confirmatory::B0V9P7	confirmatory	negative	B0V9P7	PF00547.23	Urease_gamma
confirmatory::B0VSC2	confirmatory	negative	B0VSC2	PF00547.23	Urease_gamma
confirmatory::B0XUR7	confirmatory	negative	B0XUR7	PF00149.33	Metallophos
confirmatory::B0XUR7	confirmatory	negative	B0XUR7	PF16891.10	STPPase_N
confirmatory::B0Y473	confirmatory	negative	B0Y473	PF00082.27	Peptidase_S8
confirmatory::B0Y473	confirmatory	negative	B0Y473	PF05922.21	Inhibitor_I9
confirmatory::B0Y708	confirmatory	negative	B0Y708	PF00082.27	Peptidase_S8
confirmatory::B0Y708	confirmatory	negative	B0Y708	PF05922.21	Inhibitor_I9
confirmatory::B1AJ73	confirmatory	negative	B1AJ73	PF00449.25	Urease_alpha
confirmatory::B1AJ73	confirmatory	negative	B1AJ73	PF01979.25	Amidohydro_1
confirmatory::B1AKI9	confirmatory	negative	B1AKI9	PF00090.24	TSP_1
confirmatory::B1AKI9	confirmatory	negative	B1AKI9	PF03782.22	AMOP
confirmatory::B1HZE2	confirmatory	negative	B1HZE2	PF00547.23	Urease_gamma
confirmatory::B1J813	confirmatory	negative	B1J813	PF00547.23	Urease_gamma
confirmatory::B1J815	confirmatory	negative	B1J815	PF00449.25	Urease_alpha
confirmatory::B1J815	confirmatory	negative	B1J815	PF01979.25	Amidohydro_1
confirmatory::B1JR69	confirmatory	negative	B1JR69	PF00547.23	Urease_gamma
confirmatory::B1JR71	confirmatory	negative	B1JR71	PF00449.25	Urease_alpha
confirmatory::B1JR71	confirmatory	negative	B1JR71	PF01979.25	Amidohydro_1
confirmatory::B1JR71	confirmatory	negative	B1JR71	PF07969.16	Amidohydro_3
confirmatory::B1JX29	confirmatory	negative	B1JX29	PF00449.25	Urease_alpha
confirmatory::B1JX29	confirmatory	negative	B1JX29	PF01979.25	Amidohydro_1
confirmatory::B1JX29	confirmatory	negative	B1JX29	PF07969.16	Amidohydro_3
confirmatory::B1JX31	confirmatory	negative	B1JX31	PF00547.23	Urease_gamma
confirmatory::B1MB83	confirmatory	negative	B1MB83	PF00547.23	Urease_gamma
confirmatory::B1MB85	confirmatory	negative	B1MB85	PF00449.25	Urease_alpha
confirmatory::B1MB85	confirmatory	negative	B1MB85	PF01979.25	Amidohydro_1
confirmatory::B1MFK2	confirmatory	negative	B1MFK2	PF00561.25	Abhydrolase_1
confirmatory::B1VF43	confirmatory	negative	B1VF43	PF00561.25	Abhydrolase_1
confirmatory::B1VHT0	confirmatory	negative	B1VHT0	PF00547.23	Urease_gamma
confirmatory::B1W5G7	confirmatory	negative	B1W5G7	PF00547.23	Urease_gamma
confirmatory::B1WBP0	confirmatory	negative	B1WBP0	PF00149.33	Metallophos
confirmatory::B1Y3V1	confirmatory	negative	B1Y3V1	PF00449.25	Urease_alpha
confirmatory::B1Y3V1	confirmatory	negative	B1Y3V1	PF01979.25	Amidohydro_1
confirmatory::B1Y3V1	confirmatory	negative	B1Y3V1	PF07969.16	Amidohydro_3
confirmatory::B1Y3V4	confirmatory	negative	B1Y3V4	PF00547.23	Urease_gamma
confirmatory::B1YUF9	confirmatory	negative	B1YUF9	PF00449.25	Urease_alpha
confirmatory::B1YUF9	confirmatory	negative	B1YUF9	PF01979.25	Amidohydro_1
confirmatory::B1YUG1	confirmatory	negative	B1YUG1	PF00547.23	Urease_gamma
confirmatory::B1ZP06	confirmatory	negative	B1ZP06	PF00449.25	Urease_alpha
confirmatory::B1ZP06	confirmatory	negative	B1ZP06	PF01979.25	Amidohydro_1
confirmatory::B1ZP08	confirmatory	negative	B1ZP08	PF00547.23	Urease_gamma
confirmatory::B2GI08	confirmatory	negative	B2GI08	PF00547.23	Urease_gamma
confirmatory::B2HDS6	confirmatory	negative	B2HDS6	PF00561.25	Abhydrolase_1
confirmatory::B2HIL6	confirmatory	negative	B2HIL6	PF00501.33	AMP-binding
confirmatory::B2HIL6	confirmatory	negative	B2HIL6	PF00550.30	PP-binding
confirmatory::B2HIL6	confirmatory	negative	B2HIL6	PF13193.11	AMP-binding_C
confirmatory::B2HSZ2	confirmatory	negative	B2HSZ2	PF00449.25	Urease_alpha
confirmatory::B2HSZ2	confirmatory	negative	B2HSZ2	PF01979.25	Amidohydro_1
confirmatory::B2HSZ2	confirmatory	negative	B2HSZ2	PF07969.16	Amidohydro_3
confirmatory::B2I700	confirmatory	negative	B2I700	PF00561.25	Abhydrolase_1
confirmatory::B2I9H6	confirmatory	negative	B2I9H6	PF00561.25	Abhydrolase_1
confirmatory::B2I9H6	confirmatory	negative	B2I9H6	PF12146.13	Hydrolase_4
confirmatory::B2I9H6	confirmatory	negative	B2I9H6	PF12697.12	Abhydrolase_6
