pfam_identifier	protein_id
CL0422	confirmatory::Q02020
CL0422	confirmatory::Q08830
CL0422	confirmatory::Q0P4P2
CL0422	confirmatory::Q14314
CL0422	confirmatory::Q15389
CL0422	confirmatory::Q1RMR1
CL0422	confirmatory::Q24K15
CL0422	confirmatory::Q2KJ51
CL0422	confirmatory::Q2TNK5
CL0422	confirmatory::Q3SZZ7
CL0422	confirmatory::Q5EA66
CL0422	confirmatory::Q5M8C6
CL0422	confirmatory::Q5PPM0
CL0422	confirmatory::Q60FC1
CL0422	confirmatory::Q640P2
CL0422	confirmatory::Q6AX44
CL0422	confirmatory::Q6TMA8
CL0422	confirmatory::Q71KU9
CL0422	confirmatory::Q80ZA0
CL0422	confirmatory::Q86XS5
CL0422	confirmatory::Q8K0E8
CL0422	confirmatory::Q8N539
CL0422	confirmatory::Q8NI99
CL0422	confirmatory::Q8R0Z6
CL0422	confirmatory::Q8R1Q3
CL0422	confirmatory::Q8VCM7
CL0422	confirmatory::Q95LU3
CL0422	confirmatory::Q9BDY7
CL0422	confirmatory::Q9BDY8
CL0422	confirmatory::Q9BY76
CL0422	confirmatory::Q9D1H9
CL0422	confirmatory::Q9R045
CL0422	confirmatory::Q9U8W7
CL0422	confirmatory::Q9U8W8
CL0422	confirmatory::Q9WVH6
CL0422	confirmatory::Q9Y264
CL0422	confirmatory::Q9Z1P8
CL0422	discovery::O35608
CL0422	discovery::Q5XK91
CL0451	confirmatory::A5A6L1
CL0451	confirmatory::O19113
CL0451	confirmatory::O95388
CL0451	confirmatory::P18406
CL0451	confirmatory::P19336
CL0451	confirmatory::P29279
CL0451	confirmatory::P48745
CL0451	confirmatory::P51609
CL0451	confirmatory::Q64299
CL0451	confirmatory::Q99PP0
CL0451	confirmatory::Q9QZQ5
CL0451	confirmatory::Q9R1E9
CL0459	confirmatory::O60182
CL0459	confirmatory::P35600
CL0459	confirmatory::P38630
CL0459	confirmatory::Q9C587
CL0465	confirmatory::A0A1D5PXA5
CL0465	confirmatory::A0A437AFK1
CL0465	confirmatory::A4D7T3
CL0465	confirmatory::A7E2S9
CL0465	confirmatory::A7MB89
CL0465	confirmatory::A8MXQ7
CL0465	confirmatory::C7B178
CL0465	confirmatory::E9PTT0
CL0465	confirmatory::J4KNE4
CL0465	confirmatory::J4UQC2
CL0465	confirmatory::J9VG42
CL0465	confirmatory::O08764
CL0465	confirmatory::O14593
CL0465	confirmatory::O35119
CL0465	confirmatory::O35433
CL0465	confirmatory::O60733
CL0465	confirmatory::O73630
CL0465	confirmatory::O74205
CL0465	confirmatory::O75832
CL0465	confirmatory::P01129
CL0465	confirmatory::P09959
CL0465	confirmatory::P0DJE5
CL0465	confirmatory::P14356
CL0465	confirmatory::P20749
CL0465	confirmatory::P25799
CL0465	confirmatory::P33520
CL0465	confirmatory::P39678
CL0465	confirmatory::P39679
CL0465	confirmatory::P40418
CL0465	confirmatory::P41412
CL0465	confirmatory::P50086
CL0465	confirmatory::P55272
CL0465	confirmatory::P79100
CL0465	confirmatory::P81069
CL0465	confirmatory::Q00653
CL0465	confirmatory::Q03017
CL0465	confirmatory::Q04749
CL0465	confirmatory::Q05921
CL0465	confirmatory::Q06547
CL0465	confirmatory::Q07DV3
CL0465	confirmatory::Q07DX6
CL0465	confirmatory::Q07DY6
CL0465	confirmatory::Q07DZ7
CL0465	confirmatory::Q07E17
CL0465	confirmatory::Q09701
CL0465	confirmatory::Q09YH1
CL0465	confirmatory::Q09YK6
CL0465	confirmatory::Q0JJ01
CL0465	confirmatory::Q108U1
CL0465	confirmatory::Q15653
CL0465	confirmatory::Q1LVW0
CL0465	confirmatory::Q1LZC5
CL0465	confirmatory::Q1LZH7
CL0465	confirmatory::Q1RMI3
CL0465	confirmatory::Q24145
CL0465	confirmatory::Q29RV0
CL0465	confirmatory::Q2IBE3
CL0465	confirmatory::Q2KI79
CL0465	confirmatory::Q2QLC6
CL0465	confirmatory::Q2QLG0
CL0465	confirmatory::Q337A0
CL0465	confirmatory::Q3KP44
CL0465	confirmatory::Q3SX45
CL0465	confirmatory::Q3TYA6
CL0465	confirmatory::Q3V0J4
CL0465	confirmatory::Q495B1
CL0465	confirmatory::Q4FE47
CL0465	confirmatory::Q4JHE0
CL0465	confirmatory::Q4UJ75
CL0465	confirmatory::Q4V890
CL0465	confirmatory::Q54LF0
CL0465	confirmatory::Q554E7
CL0465	confirmatory::Q566C8
CL0465	confirmatory::Q58CQ5
CL0465	confirmatory::Q5RF15
CL0465	confirmatory::Q5U2S6
CL0465	confirmatory::Q5U312
CL0465	confirmatory::Q5XJ13
CL0465	confirmatory::Q5ZIJ9
CL0465	confirmatory::Q5ZM55
CL0465	confirmatory::Q60773
CL0465	confirmatory::Q60778
CL0465	confirmatory::Q62422
CL0465	confirmatory::Q63369
CL0465	confirmatory::Q63ZY3
CL0465	confirmatory::Q65XV2
CL0465	confirmatory::Q66H85
CL0465	confirmatory::Q68DC2
CL0465	confirmatory::Q69ZU8
CL0465	confirmatory::Q6C520
CL0465	confirmatory::Q6F3J0
CL0465	confirmatory::Q6GNY1
CL0465	confirmatory::Q6GPE5
CL0465	confirmatory::Q6GQX6
CL0465	confirmatory::Q6NLQ8
CL0465	confirmatory::Q6NXT1
CL0465	confirmatory::Q6P1H6
CL0465	confirmatory::Q704Y3
CL0465	confirmatory::Q70X92
CL0465	confirmatory::Q71S21
CL0465	confirmatory::Q71S22
CL0465	confirmatory::Q76U48
CL0465	confirmatory::Q7TP65
CL0465	confirmatory::Q7TQP6
CL0465	confirmatory::Q7XI08
CL0465	confirmatory::Q80SY4
CL0465	confirmatory::Q80UU1
CL0465	confirmatory::Q80VM7
CL0465	confirmatory::Q83730
CL0465	confirmatory::Q86SG2
CL0465	confirmatory::Q86YT6
CL0465	confirmatory::Q8BX02
CL0465	confirmatory::Q8C0T1
CL0465	confirmatory::Q8CEF1
CL0465	confirmatory::Q8GYH5
CL0465	confirmatory::Q8IVF6
CL0465	confirmatory::Q8K0L0
CL0465	confirmatory::Q8N6D5
CL0465	confirmatory::Q8NER1
CL0465	confirmatory::Q8NET8
CL0465	confirmatory::Q8NFD2
CL0465	confirmatory::Q8QN36
CL0465	confirmatory::Q8R516
CL0465	confirmatory::Q8T2Q0
CL0465	confirmatory::Q8UVC1
CL0465	confirmatory::Q8VE42
CL0465	confirmatory::Q8VHA6
CL0465	confirmatory::Q8VHS6
CL0465	confirmatory::Q8WMX7
CL0465	confirmatory::Q8WVL7
CL0465	confirmatory::Q8WWH4
CL0465	confirmatory::Q8WXI3
CL0465	confirmatory::Q91974
CL0465	confirmatory::Q91WK7
CL0465	confirmatory::Q91ZT8
CL0465	confirmatory::Q94B55
CL0465	confirmatory::Q96AX9
CL0465	confirmatory::Q96JP0
CL0465	confirmatory::Q96NS5
CL0465	confirmatory::Q9BSK4
CL0465	confirmatory::Q9CQ31
CL0465	confirmatory::Q9CZK6
CL0465	confirmatory::Q9EP71
CL0465	confirmatory::Q9ERZ8
CL0465	confirmatory::Q9FNP4
CL0465	confirmatory::Q9GZV1
CL0465	confirmatory::Q9H1D0
CL0465	confirmatory::Q9H8Y5
CL0465	confirmatory::Q9H9E1
CL0465	confirmatory::Q9HBA0
CL0465	confirmatory::Q9JIA3
CL0465	confirmatory::Q9NQA5
CL0465	confirmatory::Q9NXR5
CL0465	confirmatory::Q9P0K7
CL0465	confirmatory::Q9QUQ5
CL0465	confirmatory::Q9QX29
CL0465	confirmatory::Q9UK73
CL0465	confirmatory::Q9UL62
CL0465	confirmatory::Q9VFD5
CL0465	confirmatory::Q9VUW9
CL0465	confirmatory::Q9WV72
CL0465	confirmatory::Q9WV74
CL0465	confirmatory::Q9Y2G4
CL0465	confirmatory::Q9Y575
CL0465	confirmatory::Q9Z205
CL0465	confirmatory::Q9Z2F6
CL0465	confirmatory::Q9Z2G0
CL0465	confirmatory::Q9Z2G1
CL0465	confirmatory::Q9Z2X2
CL0465	confirmatory::Q9Z2X3
CL0465	confirmatory::S0DPL8
CL0465	discovery::G3V8T1
CL0465	discovery::P0C0T2
CL0465	discovery::P51480
CL0465	discovery::Q2IBF5
CL0465	discovery::Q6RX08
CL0465	discovery::Q8WMX6
CL0465	discovery::Q9UBN4
CL0465	discovery::Q9XSM3
CL0479	confirmatory::Q75WF2
CL0482	confirmatory::A0A0B4JDK1
CL0482	confirmatory::A0A0K3AVY3
CL0482	confirmatory::A0A158V755
CL0482	confirmatory::A0A158V976
CL0482	confirmatory::A0A2J6KL39
CL0482	confirmatory::A0AT28
CL0482	confirmatory::A0AT29
CL0482	confirmatory::A0AT30
CL0482	confirmatory::A0AT31
CL0482	confirmatory::A0AT32
CL0482	confirmatory::A0AT33
CL0482	confirmatory::A2XBN5
CL0482	confirmatory::A2XMB2
CL0482	confirmatory::A2ZAT0
CL0482	confirmatory::C0HJH5
CL0482	confirmatory::C0HLP9
CL0482	confirmatory::C0HLT8
CL0482	confirmatory::C0HM61
CL0482	confirmatory::E6Y8S8
CL0482	confirmatory::E9NX73
CL0482	confirmatory::F5B8X0
CL0482	confirmatory::O04004
CL0482	confirmatory::O04403
CL0482	confirmatory::O04404
CL0482	confirmatory::O23758
CL0482	confirmatory::O23810
CL0482	confirmatory::O24037
CL0482	confirmatory::O24038
CL0482	confirmatory::O24356
CL0482	confirmatory::O24418
CL0482	confirmatory::O65888
CL0482	confirmatory::P01084
CL0482	confirmatory::P01086
CL0482	confirmatory::P01087
CL0482	confirmatory::P01088
CL0482	confirmatory::P01089
CL0482	confirmatory::P01090
CL0482	confirmatory::P01091
CL0482	confirmatory::P04403
CL0482	confirmatory::P04726
CL0482	confirmatory::P09893
CL0482	confirmatory::P0C088
CL0482	confirmatory::P0C8Y8
CL0482	confirmatory::P10973
CL0482	confirmatory::P10975
CL0482	confirmatory::P10976
CL0482	confirmatory::P11643
CL0482	confirmatory::P13691
CL0482	confirmatory::P15322
CL0482	confirmatory::P15458
CL0482	confirmatory::P15459
CL0482	confirmatory::P15460
CL0482	confirmatory::P15461
CL0482	confirmatory::P16159
CL0482	confirmatory::P16851
CL0482	confirmatory::P16969
CL0482	confirmatory::P17314
CL0482	confirmatory::P19656
CL0482	confirmatory::P20145
CL0482	confirmatory::P23110
CL0482	confirmatory::P23802
CL0482	confirmatory::P24296
CL0482	confirmatory::P24565
CL0482	confirmatory::P25307
CL0482	confirmatory::P26913
CL0482	confirmatory::P26986
CL0482	confirmatory::P27056
CL0482	confirmatory::P27631
CL0482	confirmatory::P27740
CL0482	confirmatory::P28041
CL0482	confirmatory::P29420
CL0482	confirmatory::P30233
CL0482	confirmatory::P32936
CL0482	confirmatory::P38057
CL0482	confirmatory::P43217
CL0482	confirmatory::P55958
CL0482	confirmatory::P80208
CL0482	confirmatory::P80273
CL0482	confirmatory::P80351
CL0482	confirmatory::P80352
CL0482	confirmatory::P80353
CL0482	confirmatory::P80450
CL0482	confirmatory::P81367
CL0482	confirmatory::P81368
CL0482	confirmatory::P81402
CL0482	confirmatory::P82007
CL0482	confirmatory::P82353
CL0482	confirmatory::P82900
CL0482	confirmatory::P82901
CL0482	confirmatory::P83167
CL0482	confirmatory::P83207
CL0482	confirmatory::P83434
CL0482	confirmatory::P83506
CL0482	confirmatory::P85105
CL0482	confirmatory::P85204
CL0482	confirmatory::P85206
CL0482	confirmatory::P85894
CL0482	confirmatory::P86137
CL0482	confirmatory::P86527
CL0482	confirmatory::P86809
CL0482	confirmatory::P93198
CL0482	confirmatory::P93224
CL0482	confirmatory::Q01881
CL0482	confirmatory::Q01882
CL0482	confirmatory::Q01883
CL0482	confirmatory::Q03461
CL0482	confirmatory::Q05772
CL0482	confirmatory::Q0DN94
CL0482	confirmatory::Q0IQK9
CL0482	confirmatory::Q10ST8
CL0482	confirmatory::Q2QYL2
CL0482	confirmatory::Q2QYL3
CL0482	confirmatory::Q2V3C1
CL0482	confirmatory::Q39649
CL0482	confirmatory::Q39794
CL0482	confirmatory::Q39950
CL0482	confirmatory::Q40189
CL0482	confirmatory::Q40190
CL0482	confirmatory::Q41073
CL0482	confirmatory::Q41258
CL0482	confirmatory::Q42589
CL0482	confirmatory::Q42614
CL0482	confirmatory::Q42615
CL0482	confirmatory::Q42616
CL0482	confirmatory::Q42641
CL0482	confirmatory::Q42642
CL0482	confirmatory::Q42762
CL0482	confirmatory::Q42842
CL0482	confirmatory::Q42952
CL0482	confirmatory::Q43017
CL0482	confirmatory::Q43019
CL0482	confirmatory::Q43119
CL0482	confirmatory::Q43129
CL0482	confirmatory::Q43193
CL0482	confirmatory::Q43194
CL0482	confirmatory::Q43304
CL0482	confirmatory::Q43495
CL0482	confirmatory::Q43533
CL0482	confirmatory::Q43534
CL0482	confirmatory::Q43681
CL0482	confirmatory::Q43691
CL0482	confirmatory::Q43723
CL0482	confirmatory::Q43748
CL0482	confirmatory::Q43766
CL0482	confirmatory::Q43871
CL0482	confirmatory::Q43875
CL0482	confirmatory::Q647G9
CL0482	confirmatory::Q6AWW0
CL0482	confirmatory::Q6ZFW0
CL0482	confirmatory::Q7X8H9
CL0482	confirmatory::Q84N29
CL0482	confirmatory::Q8H4L8
CL0482	confirmatory::Q9ATH2
CL0482	confirmatory::Q9FH31
CL0482	confirmatory::Q9LDB4
CL0482	confirmatory::Q9LLR6
CL0482	confirmatory::Q9LLR7
CL0482	confirmatory::Q9LZV9
CL0482	confirmatory::Q9M4E3
CL0482	confirmatory::Q9M5X6
CL0482	confirmatory::Q9M5X7
CL0482	confirmatory::Q9M5X8
CL0482	confirmatory::Q9S7I3
CL0482	confirmatory::Q9SW93
CL0482	confirmatory::Q9XFS7
CL0482	confirmatory::Q9XHP1
CL0482	confirmatory::Q9ZPW9
CL0482	confirmatory::Q9ZUK6
CL0482	discovery::A0A7G2A2Z3
CL0482	discovery::B3A0N2
CL0482	discovery::C0HLG2
CL0482	discovery::P01085
CL0482	discovery::P07597
CL0482	discovery::P16850
CL0482	discovery::Q7X7E6
CL0482	discovery::Q9SCZ0
CL0500	confirmatory::B0KTG9
CL0511	confirmatory::Q45KJ4
CL0511	confirmatory::Q45KJ5
CL0511	confirmatory::Q45KJ6
CL0511	confirmatory::Q5EB47
CL0511	confirmatory::Q61CX7
CL0511	confirmatory::Q6ZN17
CL0511	confirmatory::Q803L0
CL0511	confirmatory::Q8AVK2
CL0511	confirmatory::Q9H9Z2
CL0530	confirmatory::Q2FWP1
CL0530	confirmatory::Q8Z6A7
CL0531	confirmatory::B2HIL6
CL0531	confirmatory::P9WQ61
CL0531	confirmatory::Q52400
CL0531	confirmatory::Q6TNA5
CL0531	confirmatory::Q7TXK7
CL0541	confirmatory::Q24145
CL0547	confirmatory::A5A6L1
CL0547	confirmatory::D3Z5L9
CL0547	confirmatory::O19113
CL0547	confirmatory::O95388
CL0547	confirmatory::O95389
CL0547	confirmatory::P18406
CL0547	confirmatory::P19336
CL0547	confirmatory::P29122
CL0547	confirmatory::P29279
CL0547	confirmatory::P48745
CL0547	confirmatory::P51609
CL0547	confirmatory::Q63415
CL0547	confirmatory::Q64299
CL0547	confirmatory::Q99PP0
CL0547	confirmatory::Q9QZQ5
CL0547	confirmatory::Q9R1E9
CL0547	confirmatory::Q9Z132
CL0561	confirmatory::Q8IYT4
CL0561	confirmatory::Q9D3R6
CL0568	discovery::O87906
CL0568	discovery::P09545
CL0568	discovery::Q45744
CL0568	discovery::Q45755
CL0568	discovery::Q9S597
CL0570	confirmatory::A0A044RE18
CL0570	confirmatory::A0A0M3R8G2
CL0570	confirmatory::A1CIA7
CL0570	confirmatory::A8T644
CL0570	confirmatory::A8T662
CL0570	confirmatory::A8T666
CL0570	confirmatory::A8T677
CL0570	confirmatory::A8T682
CL0570	confirmatory::A8T688
CL0570	confirmatory::A8T6A1
CL0570	confirmatory::A8T6A6
CL0570	confirmatory::A9JQS7
CL0570	confirmatory::A9QY38
CL0570	confirmatory::A9QY39
CL0570	confirmatory::A9QY40
CL0570	confirmatory::B0Y473
CL0570	confirmatory::B0Y708
CL0570	confirmatory::B6VA84
CL0570	confirmatory::B6VA85
CL0570	confirmatory::B6VA86
CL0570	confirmatory::B6VA87
CL0570	confirmatory::B8N106
CL0570	confirmatory::B8XGQ6
CL0570	confirmatory::C5FII2
CL0570	confirmatory::C5FMY5
CL0570	confirmatory::C5FRX4
CL0570	confirmatory::C5FTQ5
CL0570	confirmatory::C5FX37
CL0570	confirmatory::C5FZ39
CL0570	confirmatory::C5P4Z8
CL0570	confirmatory::C5P6D1
CL0570	confirmatory::C5P6L5
CL0570	confirmatory::D4AIK6
CL0570	confirmatory::D4AKU9
CL0570	confirmatory::D4APE3
CL0570	confirmatory::D4AQG0
CL0570	confirmatory::D4B194
CL0570	confirmatory::D4B5N1
CL0570	confirmatory::D4CZ60
CL0570	confirmatory::D4CZQ4
CL0570	confirmatory::D4D0F5
CL0570	confirmatory::D4D674
CL0570	confirmatory::D4D9U2
CL0570	confirmatory::D4DBH6
CL0570	confirmatory::D4DIW9
CL0570	confirmatory::D4DLI5
CL0570	confirmatory::E4UWA4
CL0570	confirmatory::E4UY04
CL0570	confirmatory::E4V4J8
CL0570	confirmatory::F4HPF1
CL0570	confirmatory::F4HSQ2
CL0570	confirmatory::F4IG09
CL0570	confirmatory::F4JA91
CL0570	confirmatory::F4JJH4
CL0570	confirmatory::F4JJH5
CL0570	confirmatory::F4JXC5
CL0570	confirmatory::F4KEL0
CL0570	confirmatory::F4KGD4
CL0570	confirmatory::F8W2M8
CL0570	confirmatory::G3FNQ9
CL0570	confirmatory::G5ECN9
CL0570	confirmatory::G7KEU7
CL0570	confirmatory::I1N462
CL0570	confirmatory::L8FSM5
CL0570	confirmatory::L8GD75
CL0570	confirmatory::O14773
CL0570	confirmatory::O17798
CL0570	confirmatory::O23357
CL0570	confirmatory::O49607
CL0570	confirmatory::O64481
CL0570	confirmatory::O64495
CL0570	confirmatory::O65351
CL0570	confirmatory::O82777
CL0570	confirmatory::O89023
CL0570	confirmatory::P04189
CL0570	confirmatory::P06873
CL0570	confirmatory::P09230
CL0570	confirmatory::P09232
CL0570	confirmatory::P09958
CL0570	confirmatory::P12547
CL0570	confirmatory::P21661
CL0570	confirmatory::P23188
CL0570	confirmatory::P23377
CL0570	confirmatory::P23653
CL0570	confirmatory::P25036
CL0570	confirmatory::P28296
CL0570	confirmatory::P28840
CL0570	confirmatory::P28841
CL0570	confirmatory::P29119
CL0570	confirmatory::P29120
CL0570	confirmatory::P29122
CL0570	confirmatory::P29141
CL0570	confirmatory::P29142
CL0570	confirmatory::P29145
CL0570	confirmatory::P33295
CL0570	confirmatory::P35835
CL0570	confirmatory::P40903
CL0570	confirmatory::P41363
CL0570	confirmatory::P42790
CL0570	confirmatory::P51559
CL0570	confirmatory::P58371
CL0570	confirmatory::P59996
CL0570	confirmatory::P63239
CL0570	confirmatory::P63240
CL0570	confirmatory::P80146
CL0570	confirmatory::P87184
CL0570	confirmatory::P9WEW3
CL0570	confirmatory::P9WEW5
CL0570	confirmatory::Q03333
CL0570	confirmatory::Q03420
CL0570	confirmatory::Q0V8B6
CL0570	confirmatory::Q1PDX5
CL0570	confirmatory::Q28193
CL0570	confirmatory::Q39547
CL0570	confirmatory::Q45670
CL0570	confirmatory::Q4WQU0
CL0570	confirmatory::Q55CT0
CL0570	confirmatory::Q5IS74
CL0570	confirmatory::Q5REC2
CL0570	confirmatory::Q5RFL1
CL0570	confirmatory::Q5VJ73
CL0570	confirmatory::Q5VJ76
CL0570	confirmatory::Q60HH1
CL0570	confirmatory::Q61139
CL0570	confirmatory::Q62849
CL0570	confirmatory::Q63415
CL0570	confirmatory::Q64K33
CL0570	confirmatory::Q64K34
CL0570	confirmatory::Q64K36
CL0570	confirmatory::Q68GV9
CL0570	confirmatory::Q69F56
CL0570	confirmatory::Q69F58
CL0570	confirmatory::Q6UW60
CL0570	confirmatory::Q70GH4
CL0570	confirmatory::Q70J59
CL0570	confirmatory::Q78EH2
CL0570	confirmatory::Q80W65
CL0570	confirmatory::Q8GB88
CL0570	confirmatory::Q8GUK4
CL0570	confirmatory::Q8GWX9
CL0570	confirmatory::Q8J0D7
CL0570	confirmatory::Q8J0D8
CL0570	confirmatory::Q8L7D2
CL0570	confirmatory::Q8L7I2
CL0570	confirmatory::Q8MZS4
CL0570	confirmatory::Q8NBP7
CL0570	confirmatory::Q8RR56
CL0570	confirmatory::Q8SQJ3
CL0570	confirmatory::Q93LQ6
CL0570	confirmatory::Q99405
CL0570	confirmatory::Q9C7U8
CL0570	confirmatory::Q9EQV6
CL0570	confirmatory::Q9FGU3
CL0570	confirmatory::Q9FHA4
CL0570	confirmatory::Q9FI12
CL0570	confirmatory::Q9FIF8
CL0570	confirmatory::Q9FIG1
CL0570	confirmatory::Q9FIG2
CL0570	confirmatory::Q9FIM5
CL0570	confirmatory::Q9FIM6
CL0570	confirmatory::Q9FK76
CL0570	confirmatory::Q9FLI4
CL0570	confirmatory::Q9GLR0
CL0570	confirmatory::Q9GLR1
CL0570	confirmatory::Q9LLL8
CL0570	confirmatory::Q9LNU1
CL0570	confirmatory::Q9LUM3
CL0570	confirmatory::Q9LVJ1
CL0570	confirmatory::Q9MAP5
CL0570	confirmatory::Q9MAP7
CL0570	confirmatory::Q9P8G3
CL0570	confirmatory::Q9SA75
CL0570	confirmatory::Q9STF7
CL0570	confirmatory::Q9SUN6
CL0570	confirmatory::Q9SVT4
CL0570	confirmatory::Q9SZV5
CL0570	confirmatory::Q9SZY2
CL0570	confirmatory::Q9URR2
CL0570	confirmatory::Q9UTS0
CL0570	confirmatory::Q9VBC7
CL0570	confirmatory::Q9Y749
CL0570	confirmatory::Q9Y755
CL0570	confirmatory::Q9Y778
CL0570	confirmatory::Q9ZSB0
CL0570	confirmatory::Q9ZSB1
CL0570	confirmatory::Q9ZUF6
CL0570	confirmatory::R4IR27
CL0570	discovery::A1CWF3
CL0570	discovery::A1XIH5
CL0570	discovery::C5G168
CL0570	discovery::P00782
CL0570	discovery::P16519
CL0570	discovery::P29121
CL0570	discovery::Q9SZY3
CL0592	confirmatory::O33680
CL0592	confirmatory::P15728
CL0592	confirmatory::P23694
CL0592	confirmatory::P26504
CL0592	confirmatory::P41773
CL0592	confirmatory::Q44492
CL0592	confirmatory::Q44493
CL0592	confirmatory::Q44495
CL0592	confirmatory::Q9Z3Q2
CL0592	confirmatory::Q9ZFH0
CL0598	confirmatory::P16396
CL0602	confirmatory::O18733
CL0602	confirmatory::P08253
CL0602	confirmatory::P14780
CL0602	confirmatory::P33434
CL0602	confirmatory::P33436
CL0602	confirmatory::P41245
CL0602	confirmatory::P50282
CL0602	confirmatory::P50757
CL0602	confirmatory::P52176
CL0602	confirmatory::Q90611
CL0602	confirmatory::Q9GLE5
CL0604	confirmatory::O14003
CL0604	confirmatory::O94449
CL0604	confirmatory::P0AAZ4
CL0604	confirmatory::P35249
CL0604	confirmatory::P35250
CL0604	confirmatory::P38629
CL0604	confirmatory::P40151
CL0604	confirmatory::P40348
CL0604	confirmatory::P53034
CL0604	confirmatory::Q09843
CL0604	confirmatory::Q641W4
CL0604	confirmatory::Q8CG07
CL0604	confirmatory::Q91XU0
CL0604	confirmatory::Q93ZX1
CL0604	confirmatory::Q96S55
CL0604	confirmatory::Q99J62
CL0604	confirmatory::Q9WUK4
CL0617	confirmatory::O19183
CL0617	confirmatory::O62725
CL0617	confirmatory::P35355
CL0617	confirmatory::P70682
CL0617	confirmatory::Q05769
CL0620	confirmatory::P01050
CL0629	confirmatory::C0HLB8
CL0636	discovery::P09545
CL0636	discovery::P19247
CL0636	discovery::Q2G1X0
CL0636	discovery::Q6GE13
CL0642	confirmatory::Q3SX45
CL0642	confirmatory::Q5U2S6
CL0642	confirmatory::Q70X92
CL0642	confirmatory::Q8K0L0
CL0642	confirmatory::Q8VHA6
CL0642	confirmatory::Q8VHS6
CL0642	confirmatory::Q8WXI3
CL0642	confirmatory::Q91ZT8
CL0642	confirmatory::Q96NS5
CL0642	confirmatory::Q9CQ31
CL0642	confirmatory::Q9WV72
CL0642	confirmatory::Q9WV74
CL0642	confirmatory::Q9Y575
CL0658	confirmatory::D0Z6T1
CL0658	confirmatory::P04979
CL0658	confirmatory::P04981
CL0658	confirmatory::P0A3R5
CL0658	confirmatory::P13812
CL0658	discovery::P01552
CL0658	discovery::Q9X5C7
CL0659	confirmatory::A0A423VWI2
CL0659	confirmatory::B3A0P7
CL0659	confirmatory::B3A0P8
CL0659	confirmatory::B3EWZ8
CL0659	confirmatory::C0ITL3
CL0659	confirmatory::D4B327
CL0659	confirmatory::D4P2Y4
CL0659	confirmatory::G2WWV4
CL0659	confirmatory::G2WZP5
CL0659	confirmatory::G2XGR1
CL0659	confirmatory::G4N4E9
CL0659	confirmatory::O31398
CL0659	confirmatory::O51632
CL0659	confirmatory::P08299
CL0659	confirmatory::P0DMB9
CL0659	confirmatory::P0DSI3
CL0659	confirmatory::P11670
CL0659	confirmatory::P35760
CL0659	confirmatory::P35780
CL0659	confirmatory::P35781
CL0659	confirmatory::P35782
CL0659	confirmatory::P35783
CL0659	confirmatory::P35784
CL0659	confirmatory::P35785
CL0659	confirmatory::P35786
CL0659	confirmatory::P35787
CL0659	confirmatory::P35793
CL0659	confirmatory::P35794
CL0659	confirmatory::P36110
CL0659	confirmatory::P47032
CL0659	confirmatory::P47033
CL0659	confirmatory::P81656
CL0659	confirmatory::P81657
CL0659	confirmatory::Q00008
CL0659	confirmatory::Q05110
CL0659	confirmatory::Q08697
CL0659	confirmatory::Q40374
CL0659	confirmatory::Q41359
CL0659	confirmatory::Q4G1C9
CL0659	confirmatory::Q54ME1
CL0659	confirmatory::Q59PV6
CL0659	confirmatory::Q59WG5
CL0659	confirmatory::Q59ZX3
CL0659	confirmatory::Q5AB49
CL0659	confirmatory::Q7Z156
CL0659	confirmatory::Q9CQ35
CL0659	confirmatory::Q9CYL5
CL0659	confirmatory::Q9H4G4
CL0659	confirmatory::Q9ZNS4
CL0659	discovery::B9URJ1
CL0659	discovery::C1IBY2
CL0659	discovery::P35792
CL0659	discovery::Q05968
CL0659	discovery::Q2XXP1
CL0659	discovery::Q962V9
CL0661	confirmatory::C5IAW9
CL0661	confirmatory::F1LW30
CL0661	confirmatory::O08721
CL0661	confirmatory::O08722
CL0661	confirmatory::O08747
CL0661	confirmatory::O95185
CL0661	confirmatory::Q26261
CL0661	confirmatory::Q6UXZ4
CL0661	confirmatory::Q761X5
CL0661	confirmatory::Q7T2Z5
CL0661	confirmatory::Q8IZJ1
CL0661	confirmatory::Q8JGT4
CL0661	confirmatory::Q8K1S2
CL0661	confirmatory::Q8K1S3
CL0671	confirmatory::A0A7N9VSG0
CL0671	confirmatory::A2VDN5
CL0671	confirmatory::A2ZVG7
CL0671	confirmatory::A7YSY2
CL0671	confirmatory::A8MPR5
CL0671	confirmatory::B2RYN7
CL0671	confirmatory::B3M301
CL0671	confirmatory::B3P8A3
CL0671	confirmatory::B4HGG6
CL0671	confirmatory::B4JII0
CL0671	confirmatory::B4K799
CL0671	confirmatory::B4M0H8
CL0671	confirmatory::B4NBP4
CL0671	confirmatory::B4PL32
CL0671	confirmatory::B4QSF0
CL0671	confirmatory::D0FH76
CL0671	confirmatory::D4A2B7
CL0671	confirmatory::D4GUJ7
CL0671	confirmatory::F3YDF1
CL0671	confirmatory::F4JEX5
CL0671	confirmatory::F4KF14
CL0671	confirmatory::O04019
CL0671	confirmatory::O15381
CL0671	confirmatory::O16299
CL0671	confirmatory::O16810
CL0671	confirmatory::O17071
CL0671	confirmatory::O18413
CL0671	confirmatory::O31147
CL0671	confirmatory::O43078
CL0671	confirmatory::O44952
CL0671	confirmatory::O61577
CL0671	confirmatory::O64948
CL0671	confirmatory::O75351
CL0671	confirmatory::O75449
CL0671	confirmatory::O80860
